itinerario,endereco,referencia,horario
08 - Jardim Laura,Av. Macauba - Jd. Mirante - Varzea Paulista,Mercado Inova,20:24
08 - Jardim Laura,Rua Paschoal Gianfrancesco - Jd. Italia - Varzea Paulista,Colegio Futura,20:25
08 - Jardim Laura,Rua Potiguara - Vila Tupi - Varzea Paulista,Padoka Pao,20:26
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Marajo - Varzea Paulista,Centro Esportivo Marajo,20:27
08 - Jardim Laura,Rua Tanque Velho - Vila Iguacu - Varzea Paulista,Auto Posto CVT,20:30
08 - Jardim Laura,Rua Pindare - Pq. Guarani - Varzea Paulista,Igreja Catolica,20:32
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista,Caixa D'agua,20:35
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista,Paroquia Nossa Senhora de Lourdes,20:38
08 - Jardim Laura,Av. Padre Jordan - Jd. Bertioga - Varzea Paulista,E.E. Profa. Lavinia Ribeiro Aranha,20:43
08 - Jardim Laura,Av. das Lelias - Jd. Bahia - Varzea Paulista,Fabrica de Lajes,20:44
08 - Jardim Laura,Rod. Adail Eduardo Gut - Mursa - Varzea Paulista,Sindicato dos Metalurgicos,20:45
08 - Jardim Laura,Rod. Presidente Trancredo neves - Castanho - Jundiai,Motel Charleville,20:46
08 - Jardim Laura,Av. Francisco Napoleao Cid de Freitas - Santa Gertrudes - Jundiai,Posto de Gasolina Ipiranga,20:47
08 - Jardim Laura,Av. Leonice Gualda Nunes - Santa Gertrudes - Jundiai,Padaria Pao Nosso,20:51
08 - Jardim Laura,Rua Padre Norberto Mojola - Santa Gertrudes - Jundiai,Millennium Supermercados,20:55
08 - Jardim Laura,Rua Manoel Jose de Carvalho - Santa Gertrudes - Jundiai,Mercearia Lucena,20:56
08 - Jardim Laura,Rua Antonio Tacildo Vion - Santa Gertrudes - Jundiai,La Petite Burguer,20:57
08 - Jardim Laura,Rua Eduardo Povoa - Santa Gertrudes - Jundiai,KingBlue Multimarcas,20:58
08 - Jardim Laura,Rua Ricardo Cesar Favaro - Santa Gertrudes - Jundiai,Pneus P.H.K,21:00
08 - Jardim Laura,Av. Clemente Rosa - Vila Maringa - Jundiai,Agro Val Racoes,21:05
08 - Jardim Laura,Av. Antonio Barchetta - Jd. Copacabana - Jundiai,Ponto de onibus Urbano,21:07
08 - Jardim Laura,Rua Mauro Torres - Jd. Copacabana - Jundiai,Padaria Santa Clara,21:08
08 - Jardim Laura,Rua Alexandre Vacari - Vila Maringa - Jundiai,Coronel Cevada,21:09
08 - Jardim Laura,Rua Maringa - Vila Maringa - Jundiai,Jundia Portoes,21:10
08 - Jardim Laura,Marginal da Rod. Anhanguera - Vila Rami - Jundiai,Ponto de onibus Urbano (Vila Rami),21:14
08 - Jardim Laura,Marginal da Rod. Anhanguera - Vianelo - Jundiai,Ponto de onibus Urbano (Rua Uniao),21:15
08 - Jardim Laura,Rod. Anhanguera - Retiro - Jundiai,Passarela Carrefour,21:19
08 - Jardim Laura,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiai,Sem Ponto,21:22
