itinerario,endereco,referencia,horario
Parque Santana,Avenida Alfried Krupp - Jardim Europa - Campo Limpo Paulista ,Hospital de Clinicas,6:25
Parque Santana,R. Uruguai - Santa Catarina - Campo Limpo Paulista ,Ponto de Onibus,6:27
Parque Santana,Av. dos Emancipadores - Jardim Paulista - Campo Limpo Paulista ,Posto de Combustivel Br Mania,6:29
Parque Santana,Av. Antonio Frederico Ozanan - Vila Rio Branco - Jundiai,Nao Tem Ponto ,7:05
Parque Santana,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiai ,Nao Tem Ponto ,7:19
Santo Antonio,Av. Paulo Prado - Santo Antonio - Louveira,Ponto de Onibus - Igreja Santo A. de Padua,6:40
Santo Antonio,Av. Ricieri Chiqueto - Santo Antonio - Louveira,Supermercado Louveira,6:42
Santo Antonio,R. Santo Scarance - Res. Serra Azul - Louveira,Praca Pedro Sanches,6:43
Santo Antonio,R. das Orquideas - Res. Serra Azul - Louveira,Padaria Martins,6:45
Santo Antonio,R. Evaristo Cavali - Jd. Esmeralda - Louveira,MultiDrogas,6:47
Santo Antonio,R. Luis Montelato - Jd. Esmeralda - Louveira,Marcelo Tapeceiro,6:48
Santo Antonio,R. Antonio Bonesso - Res. Burck - Louveira,Fareva Louveira,6:50
Santo Antonio,R. Martinho de Ludres - Res. Burck - Louveira,Posto de Saude Burck,6:52
Santo Antonio,Av. Comendador Antonio Carbonari - Traviu - Jundiai,Esq. Com Av. da Uva,6:58
Santo Antonio,Av. da Uva - Bairro do Poste - Jundiai,Mercado agua Doce,7:04
Santo Antonio,Viaduto das industrias - Distrito Industrial - Jundiai,Spuma Pac,7:07
Santo Antonio,Av. Pedro Clarismundo Fornari - Engordadouro - Jundiai,Campo Futebol,7:10
Santo Antonio,Av. Caetano Gornati - Engordadouro - Jundiai,Life Residencial,7:12
Santo Antonio,Av. Frederico Ozanan - Jd. Sorocabana - Jundiai,Cond. Portal das Palmeiras,7:14
Santo Antonio,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiai,Nao Tem Ponto,7:18
Vila Popular,Av. Jose Rabelo Portela - Marajo - Varzea Paulista ,Campo de Futebol,6:18
Vila Popular,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista ,Frutao Hortifrutti,6:20
Vila Popular,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista ,Antiga Faculdade,6:23
Vila Popular,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista ,Esquina com a Rua das Anturias,6:26
Vila Popular,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista ,Magic Motos Competicoes,6:28
Vila Popular,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista ,Caixa d' Agua,6:29
Vila Popular,R. Pindare - Parque Guarani - Varzea Paulista ,Igreja Catolica,6:32
Vila Popular,R. Tanque Velho - Vila Iguacu - Varzea Paulista ,Auto Posto CVT,6:34
Vila Popular,R. Tanque Velho - Vila Iguacu - Varzea Paulista ,Mercado Santana,6:35
Vila Popular,Av. Jose Rabelo Portela - Jardim Maria de Fatima - Varzea Paulista ,Esquina KSB,6:37
Vila Popular,R. Mathias Mucha - Vila Didi - Varzea Paulista ,Esquina com a Av. Nacoes Unidas,6:38
Vila Popular,Av. Nacoes Unidas - Vila Didi - Jundiai ,Praca,6:39
Vila Popular,R. Guilherme Augusto Baad - Vila Esperanca - Jundiai ,Ponto de onibus Urbano,6:40
Vila Popular,R. Elizia Machado Benassi - Parque Cidade Jardim II - Jundiai ,Residencial Orquidea,6:41
Vila Popular,R. Elizia Machado Benassi - Parque Cidade Jardim II - Jundiai ,Residencial Magnolia,6:42
Vila Popular,R. Vitor Marcelo de Castro - Parque Cidade Jardim II - Jundiai ,Mercearia e Padaria Center Pao,6:43
Vila Popular,R. Juraci Pauperio - Parque Cidade Jardim II - Jundiai ,Arena Pizza,6:45
Vila Popular,R. Rashid Jorge Cury - Jardim do Lago - Jundiai ,Inicio da Rua,6:46
Vila Popular,R. Rashid Jorge Cury - Jardim do Lago - Jundiai ,Frutiquello,6:46
Vila Popular,Av. Samuel Martins - Jardim do Lago - Jundiai ,Ponto de onibus proximo do Mv2 Multimarcas,6:47
Vila Popular,Av. Samuel Martins - Jardim do Lago - Jundiai ,Posto Shell,6:47
Vila Popular,R. Maestro Jose Bovolenta - Jardim Esplanada - Jundiai ,Fisioterapeuta Nubia,6:52
Vila Popular,R. Zuferey - Jardim Esplanada - Jundiai ,Unidade Integrada de Educacao Fisica,6:54
Vila Popular,Estr. da Boiada - Vila Isabel Eber - Jundiai ,Padaria Brunella,6:55
Vila Popular,R. Sao Luis - Vila Campos Sales - Jundiai ,Grafica Boca Boa,6:57
Vila Popular,R. Cica - Vila Garcia - Jundiai ,Telhanorte,6:58
Vila Popular,R. das Pitangueiras - Jd. Pitangueiras - Jundiai ,Mapema Fitness,6:59
Vila Popular,R. 23 de Maio - Vianelo - Jundiai ,Jundipar,7:00
Vila Popular,Av. Jundiai - Centro - Jundiai ,Ponto de Onibus - no Viaduto,7:01
Vila Popular,Av. Jundiai - Anhangabau - Jundiai ,Droga Raia,7:03
Vila Popular,Av. Professora Maria do Carmo Guimaraes Pellegrini - Retiro - Jundiai ,Ponto Carrefour,7:09
Vila Popular,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiai ,Nao Tem Ponto ,7:16
Dom Pedro,Av. Guilherme Campos - Campinas,Dom Pedro Shopping,6:40
Dom Pedro,Rod. Gov. Adhemar de Barros - Campinas,CPFL,6:45
Dom Pedro,Av. Jose de Souza Campos - Campinas,Taquaral,6:48
Dom Pedro,Av. Moraes Sales - Campinas,Centro,6:53
Dom Pedro,Viaduto Miguel Vicente Cury - Campinas,Centro,6:57
Dom Pedro,Av. Joao Jorge - Campinas,Bradesco,7:00
Dom Pedro,Av. Prestes Maia - Campinas,Casa da Crianca,7:02
Dom Pedro,Av. Prestes Maia - Campinas,Frango Assado do Posto Shell,7:05
Dom Pedro,Rod. Anhanguera - Vinhedo,Capela - Vinhedo,7:10
Ouro Verde,Rua Armando Frederico Renganeschi - Campinas,Frente Terminal Ouro Verde,6:45
Ouro Verde,Av. Emilly Cristinne Giovanini - Campinas,DIC,6:50
Ouro Verde,Rod. Miguel Melhado de Campos - Campinas,Campo Belo,7:05
Barra Funda,Rua Dr. Bento Teobaldo Ferraz - Sao Paulo,Esquina com a Thomas Edson - Barra Funda,6:30
Barra Funda,Marginal Tiete - Sao Paulo,Sentido Castelo - Ponte Piqueri,6:35
Barra Funda,Rod. Anhanguera SP 330 KM 29 - Cajamar,Acesso ao Polvilho,7:00
